Directories;Files;Lines of Code (LOC);Cyclomatic Complexity / Lines of Code;Comment Lines of Code (CLOC);Non-Comment Lines of Code (NCLOC);Namespaces;Interfaces;Classes;Abstract Classes;Concrete Classes;Average Class Length (NCLOC);Methods;Non-Static Methods;Static Methods;Public Methods;Non-Public Methods;Average Method Length (NCLOC);Cyclomatic Complexity / Number of Methods;Anonymous Functions;Functions;Constants;Global Constants;Class Constants;Test Clases;Test Methods
32;77;9342;0.051291445;3883;5459;0;3;46;6;40;118.4565217;324;268;56;214;110;16.81790123;1.839506173;0;0;39;7;32;19;103
